"","Country","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018"
"21","Botswana",514.313554357757,481.993458636111,560.281272362062,678.149764326131,646.527854049174,623.640286302259,576.738920327218,620.629094301833,558.550757495487,572.333569824557,649.849783084166,661.910820851553,712.721229055721,742.542359885959,746.613804790815,717.182517121757,707.709526833831,758.083756149275,740.295030960112,713.423940498946,673.301054352206
"22","Brazil",50341.8986298752,48318.2188925624,45789.4081901255,45759.5524559182,45921.0619508362,45211.9294636837,46931.1759846255,45016.146867125,44475.8558619615,49352.1791095208,47010.9267587731,52970.4576769427,53214.529304764,55467.5946100373,53871.4775330373,54869.7258465228,52517.4224636947,58590.1738515171,60771.6286645148,58629.7081238144,60985.0036218222
"23","Brunei",100.058433269132,74.9908039722974,70.8949093151357,73.0440741301511,91.8595775077779,91.8136228969137,97.8453136759482,93.7695860488077,112.187344864202,93.7141228505862,86.9622383279202,119.411219568616,98.5733515733499,113.2731336697,117.925717130563,117.858500437429,123.105880531092,136.773237913026,133.555726018301,111.778277819043,106.064335083658
"24","Bulgaria",12817.0093178599,12242.8291738308,12062.8608613934,11204.6897535241,11138.554461071,10573.1702311438,9945.01444666773,10201.8905836574,10002.1223670211,9236.74361743949,9365.45274694278,9124.69118007092,8903.15099539732,9418.19891705789,8680.00008231947,8246.23974732128,8431.19509253479,8145.6606103944,8298.10434118251,7816.21413351475,7642.93290809352
"25","Burkina Faso",8997.48549329831,8396.97442434945,9448.97438353389,8872.93469281276,9477.84456603325,8783.25255356685,10176.1425687734,9744.96893597832,9289.1898637123,9989.76905709083,9784.92793709114,9490.15968239115,10001.6640184616,9762.28028578624,10530.8973906022,9827.12737685451,10348.2875061567,12357.919595106,12390.5424836012,12336.6102721548,12468.3523870902
"26","Burundi",2963.90983036703,2405.39027922469,2671.17259629627,2570.77419446093,2384.34261098795,2307.84633299876,2474.85913925789,2471.37052105765,2237.86691560197,2457.52773965041,2471.17371781644,2394.09995455364,2449.44730989563,2719.06650473329,2908.62756202639,2789.41159992223,2746.72319466328,2782.08702861911,2757.97040956601,2493.31603390249,2735.36395332538
"27","Cambodia",5387.75514876686,4620.84041402114,4973.6221731193,4895.13264600908,5292.2235513154,4879.7326229651,5548.40402167499,5387.89686182011,5136.44879997815,5417.19377271362,5096.15456634389,4970.6052465723,5482.4542275919,5702.42279184862,5491.69823057334,6370.89713487435,6184.02769275282,6097.50615327678,6105.6635829601,6384.63745167651,7107.53379628554
"28","Cameroon",8249.03926796763,7469.79769630787,8378.59898533374,7669.14335353245,8377.97937650218,8604.34288724952,9292.54871729429,9334.61413147357,9170.76513436943,9409.84384704378,9768.61902951066,9934.9071413165,10304.2922700446,10335.9847218319,10718.9152299439,10311.8871323236,10232.2737603887,11533.7485834878,11407.4138723269,11058.6347865295,10984.7755695416
"29","Canada",11759.3886970527,10756.7702796444,10177.3112092504,10470.4041931955,10770.2610016936,10435.7668258718,9264.75768113183,9990.62417175955,9351.19543121619,8894.88474402227,9004.64607160614,8643.10663520624,7844.12516581269,8457.44322713432,8587.5773412486,8137.92795336966,8816.44807229283,8766.15694048662,7543.2108097841,9195.96539125891,10108.7806371204
"30","Central African Republic",2624.24029725257,2539.59356306855,2572.49766276507,2300.99568402596,2351.8317969363,2437.32046947202,2674.85223695083,2371.42473645143,2403.28439000806,2531.74553248629,2618.65762598042,2657.79436726453,2645.35471643596,2875.1325575327,2833.55277251897,2723.31738401057,2571.69175215722,2794.01020698732,2716.85476879204,2654.14832358312,2982.74701586008
"31","Chad",7373.30996146707,6624.29625185159,7328.64828878985,6959.24322482141,7338.66865648406,7528.93173684951,7796.16949874982,7659.10167493172,7557.52094761283,7870.27404987774,7810.26222364904,8313.15553314291,8019.07982835067,8186.34322113266,8317.82897693662,7962.69263392774,7665.83900427936,8881.9595851056,8620.82385002337,8623.7162532441,8696.7973657418
"32","Chile",3603.02013609062,3827.45119045864,3356.67471406873,3505.49752618068,3446.71377880054,3297.22773974015,3253.41365759811,3373.4161714761,3321.43438198865,3400.4518701692,3424.84097931675,3837.19533500786,3823.86107301315,4099.36511085399,4042.03061478621,4085.9801824633,4081.99717891135,4318.11003957602,4535.01185828651,4537.69953873787,4484.97159088998
"33","China",995180.086965924,975391.72667647,1041847.04794785,1052033.85522362,1086876.53015619,1088216.29899604,1107371.24341104,1119630.66039104,1127713.38137457,1111867.6133147,1117131.38123224,1153284.4973694,1193476.45127982,1226420.46078841,1178373.08693018,1195082.22224449,1175789.51072523,1125630.49173756,1137676.31276812,1098281.03199679,1103155.85779222
"34","Colombia",12113.5955775672,11539.6240638028,11902.7704023404,10145.8761535246,11102.9268324124,11652.4332028056,11189.2710296918,11122.7090895664,11465.0350887018,11540.1402184982,11884.5919932686,12044.4938707151,13149.5768373499,12791.5909567917,12492.8762502702,12790.1416030971,13104.7575582777,13270.2038560314,14166.2307157135,14363.9561365931,14626.4301249414
"35","Comoros",21.0854821124293,4.52252827017033,15.7115682561729,23.572510372778,15.8529151087558,19.5366338094858,13.5056785000152,13.9088596664366,10.5512856180487,20.7743016133895,8.15309086327143,11.4211068054283,11.4635081524865,21.8614831136783,13.8971601246962,20.6801912930759,11.0722305615244,20.0406551724496,20.3844207601081,9.92074475211614,19.7802101889938
"36","Congo",1593.93251425232,1448.16066486441,1512.08066221459,1340.77476727312,1357.80723404134,1352.98855296315,1417.43367526436,1373.82087969314,1313.4786733152,1384.46914438133,1502.73328070721,1507.18075379209,1547.95935869437,1546.72815713156,1564.07999920376,1679.97303115552,1644.9860715142,1706.34521675647,1736.6493616772,1687.06778570921,1825.82872702956
"37","Costa Rica",560.119488515893,405.160721266624,424.664335048181,442.877400533769,374.967025528676,395.071120093773,338.476459355343,428.18604833699,420.032579944326,430.785953599102,411.41123741096,464.593042861881,489.158916165067,518.627874357709,570.057239992334,575.817849107687,573.114877530942,665.265318192049,705.208587671674,711.756698818799,639.549410475338
"38","Croatia",3984.70666564644,3927.6695255022,3656.68492582172,3367.42904174345,3675.68827797646,3649.60189341989,3286.96357564827,3573.02634556094,3482.18205035381,3221.17485581495,3257.98948897051,3320.88296577949,3138.21305928753,3261.10043035113,3029.24040293938,2986.15130875402,2860.77391868075,3154.70796003071,2778.91717021616,2703.04001981996,3037.35152601402
"39","Cuba",3906.87102953258,3513.23660942948,3839.32387896805,3933.64632745079,3421.14091060497,3502.04219698267,3218.51803042313,3313.36046698354,3378.54812357017,3578.6289560511,3433.19206611542,3879.30546471187,3029.10360427207,3345.79788717979,3773.28630417793,3765.46875432384,3956.75863067102,4263.72976473418,3795.82429163005,3332.01495688116,4144.25120721904
"40","Cyprus",532.152923486152,510.888230449645,494.451089402026,489.253540081887,472.00294664524,461.683756966095,454.183712529139,452.26437116189,525.992698286268,477.711461149025,497.496904887569,459.392736483755,472.946250210059,461.5952661171,454.5846933937,462.031408654625,498.517185334545,520.438671699178,482.785540232584,486.473800064605,476.455397599046
"41","Czech Republic",9201.59334861599,8547.20639591913,8307.38043560836,8178.58580510346,8201.96486853006,7989.26087704191,7195.58108972623,7757.15437247731,7365.8336581185,6698.5609042396,6751.63837349537,7196.98331845544,7532.24730211996,7335.10990481601,7208.58757421262,7483.39265465742,6912.10945125511,7084.97798579564,7137.67120438911,6702.13199480283,7152.40525994691
"42","Democratic Republic of the Congo",27754.2481687667,24503.1911592019,27039.8186746733,24147.0373230133,24283.3621905505,24016.4420621098,25350.8059118327,23907.1397968635,22422.6901556597,24107.5999467558,24769.8819722274,24949.3760265457,25378.2552357243,25755.3704425531,27451.9112992384,27077.3969027539,25660.810199133,27113.8164308626,26412.925756208,24438.4004984189,26050.8156477221
"43","Denmark",3867.86771744501,3589.72427946172,3464.53979975054,2921.67976132502,3283.47615375179,3388.22786313502,2788.14128797196,2834.60178560343,3000.8434304213,2794.34028907821,2286.60980672941,2493.21027635388,2761.70660118111,2734.28105239663,2141.21755661022,2142.77363981923,2472.30264045072,2131.70838405042,2049.65419130671,2319.6244965726,2602.83112709588
"44","Dominican Republic",1484.59078952783,1514.36939123824,1640.04735675432,1547.13397398316,1569.63484267079,1757.03946429962,1657.12413465281,2123.17836662294,2150.99919206489,2434.52319471954,2209.22164633514,2277.00029125401,2371.34256585158,2221.52891406814,2760.8951504627,2830.07548047351,3140.01203761491,3469.09193222439,3322.97667272854,3193.7308812475,3104.20154118121
"45","Ecuador",2197.80272004412,2064.03483752169,2079.06910766642,2022.54315149188,2375.83406317832,2449.9308312891,2705.4688519786,2853.99716413271,2840.52842203748,3111.65794470523,3102.39378248693,3238.31816861364,3543.5507371997,3331.4307777316,3619.00444590635,3702.73098777952,3832.62730638574,3908.92811750835,4149.92592385225,4106.65322543195,4032.43760954164
"46","Egypt",31190.7760947295,30734.8318323304,30482.2525495748,30962.6363136476,32839.4740445027,35552.0062983398,34693.5820126066,34186.4933198934,36206.0436211869,35880.4817555696,35814.0829865029,38498.2988263808,40333.124013496,39461.7933585403,40924.2445623551,41486.0220390714,42131.8221741371,45449.6310707625,44754.6733719858,44895.1059798322,49794.9520216446
"47","El Salvador",1893.09223556465,1407.57110093657,1513.51590653836,1211.05897706305,1096.04939994668,1240.05134198182,1075.01618791576,1308.78334553907,1233.09880375122,1422.43021121455,1336.93327760366,1470.46858910672,1308.86184122814,1610.74086642583,1435.88483231248,1602.74903301617,1601.31406072539,1743.57452565936,1638.33217156578,1598.11397731143,1853.71617092328
"48","Equatorial Guinea",310.938306338484,244.900668650284,265.272219745049,212.053193595305,203.772425650239,202.337830114617,207.184441004126,200.992466249282,173.607772054484,198.268343439783,205.730510029773,186.815090173752,203.598428739396,217.1016071684,210.252980248631,209.89390511637,212.103031879208,251.537918393262,264.820474331852,260.670964991534,264.417473762182
"49","Eritrea",1368.87857150358,1289.09162219101,1394.14421403717,1260.76578616495,1361.36819899657,1412.71854673216,1408.91014597575,1530.40976718686,1420.35860616053,1426.71692755249,1576.92736575007,1619.67523314699,1660.38797691623,1682.93698464163,1726.28753092062,1738.0546338442,1545.23506816579,1720.70185042021,1681.62748321309,1781.31995820885,2075.37953923964
"50","Estonia",1102.12219979009,1067.8483991738,946.898146195933,907.270919599215,959.87320923732,868.386769311152,766.54084762339,822.689435795175,867.715779906615,730.026858371971,653.202887895477,638.200692060334,643.085096443756,542.838884939348,514.352232111821,476.826343734855,538.748762380751,393.32400592867,434.789961516664,323.582066828358,539.043909202736
"51","Eswatini",282.977537090933,298.105853134497,342.046021788229,304.213724250331,304.27872516768,301.121538435456,342.844727012661,371.513346856916,368.912229468119,344.71826065325,384.112713000269,368.581198987075,392.754861516903,358.028113130457,364.810534248624,359.690749182844,350.029013357496,351.735478363919,305.585721334284,347.188801107114,353.957990401575
"52","Ethiopia",24000.3975248539,21759.7151420662,22916.6211195358,25064.8169827516,23633.4655206311,21164.3326738602,20280.7815708983,20625.3580544759,20718.4683300894,20489.3606817228,20868.5844284031,20450.702693134,20616.4279933657,21431.924132394,20874.04013024,20484.0951942908,19346.8805188579,20170.7502365105,19872.7452347491,20104.2369976595,20567.6248524526
"53","Fiji",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"54","Finland",2291.83904118169,2330.29731253654,2069.54414333155,1858.22117462645,1798.33639452919,1777.81898812348,1626.685019499,1666.35644422449,1908.07081414647,1446.1154815839,1451.31939955093,1564.21945142509,1663.28854012756,1512.23033650802,1427.26163274657,1353.27485253672,1716.12331328346,1183.52860578958,1280.39634451821,754.698773804284,1510.70532320417
"55","France",25461.2601602545,24981.808737617,22995.1224080237,22649.6245353021,21710.7724193779,23400.4021954863,20252.1388847992,19984.811219214,21001.1463854365,19926.7605316646,19790.3638614246,21303.0080892364,20541.5941947154,20257.185252732,20245.339206678,20964.2983683865,17845.1985397657,19419.789990054,19375.2317876665,18210.5046581795,19474.3234602717
"56","Gabon",560.940907191386,511.251158478394,564.888451084274,521.810683196195,527.952614894884,554.182397097064,555.844248366457,534.068803581049,501.350382874219,518.986727753169,584.847647006514,553.287139736172,576.275611622274,580.721043448979,553.653127138086,591.29300935215,558.817972249491,620.389982575623,643.307606557334,613.616647371289,616.234111016279
"57","Georgia",19230.3889246562,19547.4707105871,19703.5292239345,19475.7821922944,20331.3094398485,21326.8413622027,21718.978359265,22141.2305237681,21599.3793219039,18979.7560728512,19230.2739069521,19614.525926543,21046.4857588424,20039.8321980158,19117.5438226922,18551.8918199011,18997.33530465,18884.3448479962,18872.7969897911,19768.9123193284,19811.8645307133
"58","Germany",57478.6758495935,52793.369161632,49737.5205918136,47282.4187469222,48523.7768928145,47529.494293457,42938.0353067213,42195.3485999414,43294.0559444067,40217.7989685254,41196.7601459384,42614.4302041842,45270.1683586123,43393.9689024447,41915.5611955241,43547.4535646674,40416.8810800402,42460.6677450233,42116.2307981231,39953.4992535715,41528.4380467467
"59","Ghana",9879.65664012174,9106.56929135293,10608.5651706815,9499.83437457855,10651.4032499293,10501.0480476121,12247.1067277101,11850.1403698704,11581.4569389866,13027.8927892969,13256.3103250522,12224.5060190705,12383.9854824721,13052.0611953284,13118.2899615039,12297.6878036045,12360.433896422,14645.1019913541,14997.9680576367,15081.6250786672,14611.816270276
"60","Greece",6792.25042637328,6984.24633245041,6967.50805097759,6685.98385871126,6857.21495433559,6756.60689352116,6405.07545862392,6364.61909713787,6391.00937092583,6554.74083994927,6767.13635350092,6606.12897225476,6551.61111298446,6753.47493336982,6542.25434234783,6461.52525759905,6277.78369224024,6334.40828215381,6372.42848932288,6102.76071033526,6723.62006399797
"61","Greenland",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"62","Grenada",23.1848869047207,22.0680644374095,26.6777258744856,24.4180863271833,21.4309658135147,14.7238735688554,6.73362665739987,10.7549347388469,8.05429793784129,37.0105274098883,8.98923748886382,16.6787658898036,26.4727896073006,10.3738044412748,30.4714557639155,21.831869975937,21.3498928985863,46.157998264642,38.0332043686698,33.5139477348075,8.7036486444727
"63","Guatemala",5543.86455855808,3818.28114344291,4470.117114259,3622.60434165512,3407.50362116116,3669.71211071865,3025.63016249697,3573.23930258234,3571.49070469118,3717.84237772609,3591.42176451749,4182.09722415535,4038.6040963979,4580.92729712094,4622.50391865406,4930.93838414265,4710.64609962849,5182.97823922772,5149.69592792021,4941.72573736363,5077.76310970018
"64","Guinea",7684.11061094506,7234.43238275265,7315.61422620894,6361.49394683457,6505.44221573062,6430.19349885689,7320.43006713472,6905.71136420344,6594.32524599379,7376.85107555155,7275.87363360619,6606.68258344681,6927.96708232412,6887.18539051222,6904.9878445327,6296.12102312651,6612.61271363993,7458.65304684013,7187.72762281989,7061.64209311921,7082.23500775803
"65","Guinea-Bissau",845.127901142124,771.769433343892,813.226168530553,743.757489845187,782.231052802848,777.713415959788,807.511957878659,764.505200866691,742.971105849929,862.593522074285,856.485264197368,770.98117489149,789.772712141813,792.006336110303,807.728505370927,721.629836628327,751.259183478713,837.363021366179,814.882437489735,851.46913786062,819.231845095713
"66","Guyana",431.443313508785,393.880450161298,412.984080182862,346.738599651894,335.183939703801,356.11606200135,333.875888366256,347.166294040014,359.956576363107,417.339899526368,360.811516029741,337.656513857304,358.032191927787,334.137539962154,386.028535321892,355.324262051285,348.25527369931,387.058071608406,384.396862972331,374.494338580783,378.931607837782
"67","Haiti",2754.98967589899,2688.38760155215,3015.72413993638,2736.44517496362,2598.45290861591,2910.46952495387,2424.96916626897,2939.27941089476,2993.98021377809,3376.70252989387,3197.19272119664,3163.16911485484,2995.85202141809,2849.09285437283,3454.97709361671,3462.08224606008,3614.04392000398,3828.01209286135,3512.41822334561,3397.10169584343,3781.57904688919
"68","Honduras",1620.31621640239,1210.52789697217,1314.122632387,1221.99370366736,1235.63882560995,1356.03587758739,1092.15858672346,1384.93131799095,1279.70086155077,1436.75454124142,1496.72371121679,1708.51137472016,1618.20531248687,2103.06787567366,2206.43974398581,2463.72993030872,2383.19322845361,2585.60554149715,2520.56084319595,2263.48874024188,2323.63579561447
"69","Hungary",11056.9366775571,10812.5076255757,9942.00471772653,9158.15771728425,9654.33909085426,9486.42895197876,8721.95214917991,9472.24513949836,9253.65356692581,8459.64872827361,8108.07706632207,8669.69410922162,8917.56992205414,8761.1872241136,8164.42994908451,7849.96689513069,7643.46304674304,8247.80817305593,7492.94315350992,7596.03880232822,7950.34519045611
"70","Iceland",9.25383987258327,8.98155949645252,6.36857186913754,4.33429209021854,11.0960275864953,9.53320958027338,10.7060347570543,4.15594749004809,3.31230397257833,2.44472263863377,5.99044065146987,8.06558743248776,4.00736346911617,5.85770178287049,5.00359383912768,6.94492535152029,7.63440850758109,4.8378547372045,3.9229250624063,11.5616079576875,8.43391726457531
"71","India",651822.090098985,644370.631571957,669477.445453526,691903.027449332,712380.294987448,702728.592444008,683306.509195516,680389.417392543,711486.904785221,756941.596463913,803778.245135798,803566.402018403,794857.352229638,849523.863009873,901419.234822629,911882.894608708,913576.308941632,903639.889358205,946400.790900034,930870.90771232,992015.099059202
"72","Indonesia",100282.105687426,102744.819438769,103512.224358007,105331.688972933,105469.649798316,102068.20171649,109323.646641027,110725.970261625,118947.008033912,117213.010324615,121584.788872363,122545.687085239,132193.460831751,133608.789716095,138209.395798004,138860.180889808,146674.361956815,154059.648727162,153640.357692673,152102.399849105,150451.12251235
"73","Iran",19871.5619379204,20720.424403965,20785.9409544856,20816.2075009618,21255.3442723504,22251.5890785108,21454.3702845263,21814.2899177672,22267.0155142438,22634.4761425302,24256.4856612369,24800.4646535235,24186.8273260338,24879.7230755221,24893.7480112108,25349.0283102882,25842.6580757672,27448.7008622773,27781.4652786977,28071.0302793102,29587.6067603674
"74","Iraq",7989.41876992643,8528.87836075433,9208.99220999798,8674.12350369395,8963.43262735399,9389.53106129156,9254.82356194796,9927.5175995975,10043.2676268621,10645.847438888,11784.8780470611,12103.0069550602,12175.4534885411,12263.1784715747,12589.5409101467,12477.7896325743,12290.0574226922,13619.1458321093,13690.7604425263,14475.1978546941,14083.1336684027
"75","Ireland",1697.10710317934,1572.09584624575,1509.48798300294,1282.71497972185,1275.16390720977,1582.77776408806,952.471651534665,1106.96567903045,1076.0879764054,1081.26040765676,977.913477649635,995.461609611621,859.190143472074,911.84459734114,876.163211943834,879.665055442672,907.455099787155,825.012137445152,814.384610760349,785.416429548623,878.812542263057
"76","Israel",2343.01672270133,2288.48369673576,2386.76916203277,2374.81591291897,2395.58268542217,2437.03796413856,2370.0118140261,2301.58830223848,2353.52124127016,2353.98155688687,2308.20958151833,2255.12432973285,2291.68463492294,2358.06413557115,2305.77196234959,2422.18402775406,2401.40465431446,2528.02882472432,2327.67556882457,2463.4121596963,2675.90292873959
"77","Italy",38018.4631672028,37951.3864544194,36245.7226181031,32275.4822494538,33813.1833402303,34084.6028594252,31651.8223579631,31147.446785772,30795.4988352813,29995.2178797014,30422.713103221,31884.9258969474,29775.9823867354,31244.8354308604,29973.2733462914,29691.2673458151,29540.1587464946,30786.4010307046,29219.1077578231,28114.1210991647,30999.72724671
"78","Jamaica",711.638604003573,789.952733428674,850.38720437139,824.104326427197,797.722142189786,851.907314626034,750.751788841756,789.11185398417,807.454134917924,941.318836009686,992.833358105281,986.374981599056,886.878988116022,852.087581559465,906.882887380368,906.932586754085,1037.05745607957,1048.97035829621,972.703135885531,990.092140529249,1081.20957723308
"79","Japan",51170.5365625854,46731.8227073068,54472.2042135793,51860.2848653549,48682.094531063,51040.2333616197,47711.6587985027,52243.0906528617,53853.1867876389,52244.8637442398,54966.0480871526,52849.4134019456,51582.3059436521,52266.9947450019,53147.0072474395,52577.844135701,53246.6745612169,50662.309302013,48489.3968139697,53408.4091045576,56582.4686921239
"80","Jordan",1085.87781214334,1040.48501880624,1097.21539715938,1194.48833406132,1255.01757302998,1318.67071040867,1307.08945286656,1368.05175394732,1435.82851899338,1383.45256210905,1353.32251449843,1359.74227310189,1422.39604716901,1487.33032520203,1514.45685979496,1608.56393844788,1652.99750102269,1813.93824500753,1803.46474545083,1995.15017519059,2193.70851169356
"81","Kazakhstan",12053.3264127292,11946.8975913278,11902.2920030204,11922.8205367875,11932.0357147956,11448.7474925724,11369.6797631741,11067.4487763165,11601.7059665921,11263.3017470288,11226.860562133,10169.6329675859,10440.591534131,10383.5184577841,10617.7545759331,10705.4162607741,10153.5085703529,9809.77329509993,9838.23823391214,9930.33569205606,9552.52709249027
