"","country_name","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018"
"91","Lithuania","21.2","21.06","22.06","23.47","24.83","27.44","29.47","31.13","32.95","36.72","37.94","32.52","32.62","34.98","36.44","37.84","39.19","40.18","41.29","43.37","44.66"
"92","Luxembourg","31.51","34.55","37.78","38.87","40.42","40.99","42.7","44.14","46.42","50.7","50.05","47.84","50.09","51.54","51.47","53.26","56.01","58.51","61.35","62.6","64.5"
"93","Madagascar","7.02","7.36","7.7","8.1","7.11","7.8","8.22","8.58","9.03","9.58","10.25","9.81","9.86","9.96","10.27","10.48","10.84","11.16","11.61","12.11","12.66"
"94","Malawi","4.09","4.22","4.28","4.05","4.13","4.38","4.61","4.76","4.98","5.45","5.88","6.37","6.81","7.13","7.27","7.66","8.1","8.33","8.54","8.9","9.22"
"95","Malaysia","132.66","139.83","152.34","153.27","161.06","170.61","181.57","191.04","200.25","213.72","223.77","219.71","237.04","247.91","261.36","273.47","288.47","302.8","318.34","336.99","350.92"
"96","Mali","5.49","5.82","5.82","6.73","6.93","7.58","7.69","8.21","8.62","8.9","9.33","9.78","10.3","10.66","10.56","10.85","11.6","12.25","12.96","13.66","14.35"
"97","Malta","5.78","6.05","6.49","6.53","6.69","6.84","6.87","7.24","7.42","7.59","7.85","7.68","7.87","8.08","8.35","8.78","9.45","10.61","11.17","12","12.67"
"98","Mauritania","2.34","2.53","2.51","2.57","2.59","2.75","2.92","3.17","3.79","3.91","3.97","3.94","4.12","4.31","4.55","4.84","5.12","5.13","5.23","5.38","5.57"
"99","Mauritius","6","6.15","6.65","6.87","6.98","7.39","7.71","7.83","8.22","8.69","9.16","9.47","9.88","10.28","10.64","11","11.4","11.81","12.27","12.73","13.21"
"100","Mexico","806.59","832.83","872.27","875.03","873.9","884.44","922.01","940.21","984.13","1005.9","1016.15","958.52","1009.94","1043.77","1081.06","1093.44","1125.18","1160.56","1193.06","1219.06","1243.38"
"101","Moldova","3.78","3.67","3.77","4","4.28","4.58","4.93","5.26","5.53","5.73","6.22","5.8","6.18","6.59","6.56","7.24","7.6","7.52","7.86","8.32","8.54"
"102","Mongolia","3.31","3.42","3.44","3.56","3.7","3.97","4.46","4.76","5.13","5.67","6.21","6.08","6.47","7.59","8.54","9.56","10.38","10.64","10.74","11.32","12.13"
"103","Morocco","53.01","53.72","54.72","58.73","60.58","64.17","67.04","69.14","74.33","77.11","81.44","84.92","87.88","92.45","95.22","99.36","101.89","106.04","107.09","111.05","115.2"
"104","Mozambique","4.44","4.96","5.02","5.61","6.14","6.57","7.09","7.56","8.29","8.91","9.57","10.17","10.83","11.61","12.47","13.33","14.3","15.22","15.72","16.33","16.87"
"105","Namibia","6.46","6.7","6.92","6.97","7.31","7.64","8.61","8.81","9.47","9.95","10.2","10.21","10.83","11.36","11.94","12.62","13.43","14.21","14.38","14.27","14.19"
"106","Nepal","9.4","9.79","10.4","10.86","10.9","11.34","11.89","12.3","12.72","13.13","13.92","14.48","15.17","15.65","16.32","17.03","17.99","18.62","18.57","20.12","21.41"
"107","Netherlands","592.72","633.37","658.5","680.38","680.35","679.57","699.74","720.16","745.33","780.48","797.81","769.08","776.61","791.71","786.03","788.76","801.03","814.6","833.25","855.14","877.88"
"108","New Zealand","101.71","107.25","110.26","114.05","119.89","125.71","131","135.42","139.32","143.45","142.08","141.89","143.97","147.36","150.83","154.38","160.48","166.14","171.97","177.41","182.11"
"109","Nicaragua","5.68","6.12","6.37","6.54","6.59","6.75","7.13","7.4","7.74","8.1","8.39","8.1","8.46","8.97","9.57","10.03","10.51","10.98","11.46","12.03","11.58"
"110","Niger","3.44","3.45","3.4","3.66","3.78","4","4.01","4.2","4.46","4.6","5.07","5.04","5.46","5.58","6.23","6.58","7.07","7.35","7.72","8.11","8.65"
"111","Nigeria","144.9","147.44","153.54","163.82","189.54","204.05","222.59","237.93","254.06","270.7","289.7","315.04","340.18","359.31","374.42","401.16","427.07","436.51","430.12","434.28","444.58"
"112","Norway","323.15","329.96","342.32","354.99","359.65","362.96","382.4","396.69","398.51","419.31","419.43","409.16","417.7","415.72","433.7","438.46","443.22","458.23","463.2","474","475.58"
