"","country_name","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018"
"150","Tunisia",1.29,1.43,1.5,1.55,1.63,1.63,1.75,1.82,1.89,2.16,2.26,2.27,2.57,2.39,2.52,2.59,2.88,2.91,3.05,3.09,3.37
"151","Turkey",26.42,24.41,25.44,23.33,26.18,26.38,28.29,30.57,35.02,38.32,40.81,41.66,45.94,53.86,56.7,60.55,65.45,72.29,74.72,77.95,77.5
"152","Turkmenistan",1.49,1.78,1.84,1.92,2,2.18,2.33,2.52,2.82,3.19,3.47,3.21,3.54,4.1,4.39,4.8,5.29,5.52,5.7,6.1,6.84
"153","Uganda",0.22,0.19,0.21,0.22,0.23,0.23,0.25,0.25,0.27,0.31,0.38,0.38,0.41,0.48,0.51,0.53,0.54,0.58,0.62,0.58,0.62
"154","Ukraine",18.37,18.57,19.38,20.43,21.8,23.4,24.73,26.43,27.74,28.92,28.64,23.5,25.01,25.94,25.59,25.04,21.65,20.59,20.96,20.2,21.48
"155","United Arab Emirates",8.92,9.42,10.25,10.52,10.41,11.85,12.87,13.47,14.55,14.11,14.83,13.57,14.08,15.66,17.39,18.61,19.05,21.69,23.11,24.55,26.13
"156","United Kingdom",284.16,277.67,269.95,237.24,245.17,280.44,228.93,228.68,220.86,220.65,227.19,197.42,189.92,199.62,189.42,204.64,202.44,188.7,203.14,202,212.31
"157","United States",1132.02,1115.33,1163.11,1110.35,1152.86,1106.53,1059.26,1138.27,1088.76,1125.97,1063.82,1021.58,946.78,1083.13,1027.07,1030.3,1044.21,1072.59,1041.18,1036.63,1160.73
"158","Uruguay",0.86,1.25,1.01,0.85,0.75,0.65,0.6,0.59,0.85,1.03,1,1.38,1.14,1.47,1.18,1.38,1.18,0.98,1.21,1.06,1.06
"159","Uzbekistan",4.61,4.78,5.02,5.15,5.48,5.47,5.67,5.73,6.25,6.55,6.95,6.69,6.95,7.86,8.05,8.26,8.7,8.97,9.11,9.56,8.77
"160","Vanuatu",0,0,0,0,0,0,0,0,0,0.01,0,0.01,0.01,0.01,0.01,0.01,0.01,0,0.01,0.01,0.01
"161","Venezuela",11.9,10.94,11.25,12.42,11.22,11.12,11.45,13.37,14.2,16.99,18.8,18.44,19.58,19.91,21.91,21.27,20.71,20.12,17.48,15.13,13.06
"162","Vietnam",2.51,2.96,3.28,3.59,4.15,4.47,5.38,5.97,6.43,7.34,8.04,8.76,9.97,10.69,10.86,11.78,12.89,14.25,16.58,17.37,19.2
"163","Yemen",0.89,0.96,1.05,1.04,1.06,1.18,1.21,1.31,1.35,1.49,1.61,1.73,1.69,1.48,1.5,1.77,1.64,1.1,0.89,0.88,0.91
"164","Zambia",0.27,0.24,0.27,0.32,0.29,0.3,0.3,0.34,0.34,0.39,0.4,0.44,0.47,0.52,0.59,0.58,0.6,0.63,0.65,0.62,0.63
"165","Zimbabwe",0.66,0.69,0.68,0.79,0.66,0.52,0.48,0.53,0.49,0.51,0.42,0.45,0.56,0.71,0.78,0.78,0.81,0.82,0.78,0.76,0.83
