"","country_name","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018"
"120","Poland",36.62,37.2,36.87,35.54,37.72,37.75,38.22,41.54,45.63,46.93,46.76,48.11,52,50.71,50.43,50.96,50.07,52.14,53.84,56.34,58.83
"121","Portugal",26.64,24.97,25.76,25.62,25.18,25.6,23.02,22.76,23.84,23.1,20.23,20.43,18.88,20.81,18.32,17.25,18.87,19.71,19.15,21.68,21.87
"122","Puerto Rico",3.86,3.58,4.87,4.22,4.43,3.08,2.55,3.7,3.39,5.37,2.55,3.19,4.21,1.96,4.57,3.98,3.39,4.87,4.23,3.63,2.47
"123","Qatar",NA,NA,2.42,2.44,2.7,2.97,3.22,3.44,4,4.45,4.94,5.21,5.6,6.07,6.46,6.86,7.13,7.63,7.7,8.11,7.72
"124","Romania",14.49,13.43,13.31,14.07,15.71,15.73,16.3,17.56,18.78,18.65,20.66,20.02,19.5,19.83,19.97,19.18,20.09,21.29,22.49,23.49,25.07
"125","Russian Federation",127.53,140.4,157.64,164.25,179,192.39,194.88,211.87,223.42,223.88,239.97,215.35,240.53,221.59,218.12,216.51,220.34,219.11,223.84,216.32,220.75
"126","Rwanda",0.1,0.08,0.09,0.09,0.1,0.09,0.1,0.11,0.11,0.12,0.13,0.13,0.13,0.15,0.17,0.16,0.17,0.19,0.21,0.2,0.22
"127","Saudi Arabia",29.27,27.84,31.14,29.93,30.08,35.51,37.58,40.63,42.7,44.49,49.44,49.07,51.08,54.73,57.89,58.03,58.03,64.75,63.87,66.71,67.91
"128","Senegal",0.49,0.5,0.51,0.55,0.59,0.59,0.65,0.67,0.66,0.74,0.77,0.74,0.74,0.78,0.83,0.79,0.87,0.99,1.05,1.17,1.19
"129","Serbia",4.37,3.56,3.9,4.08,4.47,4.8,5.27,5.85,6.12,6.21,6.69,6.6,6.87,7.15,6.62,6.76,6.21,6.77,6.72,6.8,7.2
"130","Seychelles",0.01,0.01,0.01,0.01,0.02,0.02,0.02,0.02,0.03,0.03,0.03,0.04,0.03,0.04,0.04,0.03,0.03,0.03,0.04,0.04,0.04
"131","Sierra Leone",0.1,0.09,0.09,0.08,0.09,0.1,0.12,0.11,0.11,0.12,0.12,0.12,0.12,0.13,0.15,0.17,0.18,0.16,0.16,0.16,0.17
"132","Singapore",11.49,12.64,13.47,12.66,12.48,11.61,12.38,13.06,15.94,15.21,14.52,15.16,15.44,17.13,18.73,20.1,19.47,21.04,18.49,19.77,21.89
"133","Slovakia",6.8,6.55,6.23,6.35,6.82,7.02,7,8.09,8.74,8.81,8.79,8.72,9.04,9.2,8.71,8.69,8.28,9.19,9.02,9.13,9.72
"134","Slovenia",4.8,4.93,4.66,4.44,4.66,4.61,4.38,4.57,4.67,4.23,4.43,4.3,4.12,4.33,4.05,4.14,3.8,4.15,4.18,4.11,5.07
"135","Solomon Islands",0,0,0,0.01,0,0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
"136","South Africa",19.57,18.93,20.42,20.47,21.23,22.23,23.94,25.39,27.61,28.32,30.97,30.32,31.75,31.76,32.44,33.14,34.75,35.27,35.41,35.55,34.82
"137","South Korea",41.46,52.12,60.89,67.51,69.93,73.26,72.71,76.01,79.58,81.77,83.46,86.61,88.39,93.51,94.73,102.39,105.69,105.72,110.59,113.36,118.22
"138","Spain",104.54,105.21,107.7,105.56,107.64,107.86,108.23,105.48,110.23,108.3,99.93,98.6,88.99,97.22,92.91,83.37,86.31,98.25,98.95,99.71,100.19
"139","Sri Lanka",1.01,1.11,1.28,1.27,1.26,1.44,1.58,1.78,1.88,2.16,2.34,2.46,2.69,3.2,3.58,3.6,4,3.85,4.41,4.88,5.09
"140","Suriname",0.14,0.14,0.17,0.15,0.13,0.15,0.16,0.18,0.19,0.22,0.2,0.2,0.22,0.2,0.27,0.25,0.26,0.29,0.28,0.28,0.33
"141","Sweden",35.43,35.28,34.89,27.35,29.62,31.63,27.26,28.06,33.26,27.51,25.33,25.98,28.43,28.46,21.14,23.54,27.87,22.42,21.16,22.94,28.59
"142","Switzerland",40.24,41.3,38.27,36.57,34.88,35.8,31.65,31.34,34.19,30.75,33.19,34.76,31.06,32.4,32.71,33.42,29.87,32.52,31.99,28.37,31.79
"143","Tajikistan",0.18,0.19,0.19,0.2,0.21,0.22,0.25,0.25,0.3,0.34,0.35,0.32,0.34,0.39,0.4,0.43,0.51,0.55,0.59,0.64,0.63
"144","Tanzania",0.35,0.28,0.33,0.41,0.41,0.41,0.48,0.51,0.52,0.6,0.6,0.66,0.73,0.89,1.01,1.03,1.05,1.2,1.24,1.16,1.22
"145","Thailand",10.76,11.2,11.85,11.92,13.22,13.65,15.88,16.48,17.12,18.95,18.81,18.82,20.71,21.05,22.94,24.76,24.84,25.22,27.83,28.72,31.82
"146","The Gambia",0.02,0.04,0.04,0.04,0.04,0.05,0.05,0.05,0.05,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.07,0.07,0.08,0.08
"147","Togo",0.13,0.13,0.13,0.12,0.12,0.13,0.14,0.13,0.13,0.14,0.16,0.19,0.2,0.2,0.2,0.2,0.21,0.24,0.25,0.27,0.28
"148","Tonga",0,0,0,0,0,0,0,0,0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0,0,0,0,0
"149","Trinidad and Tobago",1.05,1.07,1.25,1.35,1.37,1.27,1.12,1.28,1.46,2.56,1.67,1.77,2.25,2,2.18,2.1,2.26,3.11,2.89,2.79,1.95
