"","country_name","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018"
"108","New Zealand","1.872","1.969","2.103","2.164","1.793","1.523","1.397","1.372","1.37","1.512","1.354","1.318","1.428","1.464","1.24","1.609","1.3","1.467","1.801","1.729","2.048"
"109","Nicaragua","0.108","0.079","0.082","0.094","0.088","0.096","0.081","0.126","0.092","0.135","0.129","0.138","0.137","0.168","0.176","0.206","0.204","0.232","0.246","0.225","0.193"
"110","Niger","0.263","0.232","0.233","0.237","0.232","0.226","0.22","0.224","0.214","0.225","0.214","0.202","0.212","0.217","0.241","0.242","0.259","0.302","0.313","0.309","0.315"
"111","Nigeria","12.755","11.139","12.792","12.304","14.283","14.589","16.625","16.873","16.65","18.234","18.712","18.703","20.006","19.93","20.808","20.652","21.69","24.067","22.611","21.882","20.298"
"112","Norway","23.881","24.009","23.156","18.055","18.8","18.833","14.571","10.767","18.703","10.378","12.278","15.082","9.426","15.637","9.348","9.179","13.222","7.137","7.149","7.117","11.694"
"113","Oman","2.18","2.136","2.342","2.394","2.318","2.273","2.234","2.331","2.547","2.69","3.023","3.012","3.029","3.122","3.246","3.15","3.023","3.371","3.465","3.543","2.808"
"114","Pakistan","4.776","4.823","5.249","5.329","5.526","5.521","6.032","5.939","6.386","6.555","6.918","7.037","7.17","7.38","7.867","8.013","8.317","8.681","9.512","9.822","10.475"
"115","Panama","0.349","0.314","0.331","0.292","0.28","0.365","0.36","0.437","0.486","0.582","0.624","0.562","0.65","0.689","0.832","0.933","1.035","1.124","1.08","0.9","1.016"
"116","Papua New Guinea","0.082","0.101","0.174","0.081","0.096","0.088","0.122","0.088","0.126","0.162","0.208","0.162","0.293","0.235","0.216","0.245","0.245","0.4","0.301","0.298","0.367"
"117","Paraguay","0.28","0.349","0.246","0.28","0.334","0.335","0.35","0.355","0.354","0.484","0.366","0.394","0.484","0.488","0.489","0.466","0.51","0.643","0.626","0.689","0.734"
"118","Peru","2.511","2.374","2.436","2.37","2.505","2.626","2.679","2.809","2.941","3.217","3.595","4.235","4.869","5.16","5.514","5.757","5.71","5.854","6.114","6.356","6.506"
"119","Philippines","2.63","2.761","3.063","2.599","2.901","3.338","3.88","4.205","4.578","4.784","5.088","5.14","5.198","5.691","6.138","6.548","7.14","7.604","7.347","8.201","9.681"
"120","Poland","27.413","28.067","27.91","26.493","28.7","28.178","28.382","31.535","34.99","36.097","35.902","37.508","40.566","39.133","38.912","39.382","38.717","40.451","41.44","43.277","45.249"
"121","Portugal","25.035","23.143","23.905","23.747","23.148","23.678","21.009","20.605","21.808","21.082","18.23","18.429","17.013","18.97","16.504","15.451","17.051","17.702","17.127","19.424","19.733"
"122","Puerto Rico","3.806","3.516","4.808","4.152","4.366","3.009","2.478","3.628","3.317","5.292","2.47","3.117","4.146","1.893","4.477","3.884","3.288","4.761","4.113","3.513","2.337"
"123","Qatar",NA,NA,"1.505","1.492","1.623","1.803","1.945","2.075","2.442","2.677","2.985","3.069","3.181","3.354","3.47","3.508","3.497","3.875","3.797","3.969","3.531"
"124","Romania","11.492","10.819","10.533","11.067","12.646","12.44","13.009","14.253","15.278","15.156","17.162","17.107","16.621","16.675","16.83","16.276","17.146","18.25","19.439","20.257","21.807"
"125","Russian Federation","85.561","96.291","111.748","117.318","131.654","142.712","144.045","160.57","169.42","168.91","183.763","161.892","182.556","159.525","154.471","153.445","156.624","154.085","157.829","148.97","149.646"
"126","Rwanda","0.081","0.065","0.074","0.076","0.082","0.071","0.083","0.084","0.083","0.097","0.105","0.101","0.106","0.12","0.139","0.131","0.138","0.156","0.166","0.157","0.174"
"127","Saudi Arabia","22.488","20.769","23.558","21.908","21.386","26.251","27.603","29.897","31.1","32.017","35.597","34.157","34.428","36.998","38.564","37.879","36.102","41.393","39.706","41.509","42.495"
"128","Senegal","0.391","0.387","0.39","0.419","0.446","0.449","0.49","0.49","0.478","0.534","0.552","0.517","0.498","0.509","0.557","0.502","0.571","0.672","0.685","0.752","0.757"
"129","Serbia","2.723","2.371","2.446","2.484","2.738","2.915","3.204","3.903","4.065","4.166","4.62","4.626","4.789","4.866","4.556","4.618","4.357","4.579","4.436","4.442","4.8"
"130","Seychelles","0","0","0.001","0","0","0.001","0.001","0","0","0","0.001","0.001","0","0.002","0","0","0","0","0","0.001","0"
"131","Sierra Leone","0.078","0.069","0.071","0.054","0.07","0.073","0.091","0.09","0.084","0.101","0.101","0.095","0.095","0.105","0.116","0.127","0.134","0.111","0.113","0.109","0.111"
"132","Singapore","10.373","11.488","12.167","11.343","11.146","10.326","11.012","11.707","14.527","13.719","12.987","13.556","13.666","15.22","16.804","18.122","17.5","19.067","16.438","17.558","19.617"
"133","Slovakia","5.563","5.304","5.019","5.117","5.573","5.741","5.711","6.756","7.398","7.472","7.42","7.454","7.664","7.856","7.396","7.346","6.995","7.862","7.639","7.622","8.17"
"134","Slovenia","4.334","4.476","4.209","3.926","4.132","4.067","3.825","3.995","4.065","3.617","3.774","3.699","3.499","3.734","3.464","3.561","3.255","3.604","3.577","3.494","4.434"
"135","Solomon Islands","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.001","0.001","0.003","0.002","0.002"
"136","South Africa","9.768","9.406","10.514","10.084","10.249","10.323","10.835","11.695","13.514","13.329","14.696","14.802","15.56","15.929","15.732","15.677","16.527","16.951","16.522","16.705","15.406"
"137","South Korea","30.743","40.17","47.018","52.96","55.221","58.145","56.696","59.691","62.724","64.238","65.246","67.795","67.577","71.214","71.918","79.294","82.3","81.212","85.137","86.419","89.935"
