"","country_name","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018"
"145","Thailand","4.51","4.81","4.92","5.27","5.7","6.07","6.76","7.13","7.38","7.74","8.01","7.92","8.54","8.68","9.48","10.02","10.07","10.42","10.64","11.1","11.43"
"146","The Gambia","0","0","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.02","0.02","0.02","0.02","0.02","0.02","0.02","0.02","0.02"
"147","Togo","0.03","0.04","0.04","0.03","0.04","0.04","0.04","0.04","0.04","0.04","0.05","0.09","0.09","0.08","0.08","0.09","0.09","0.09","0.1","0.11","0.12"
"148","Tonga","0","0","0","0","0","0","0","0","0","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0","0","0","0","0"
"149","Trinidad and Tobago","0.46","0.5","0.53","0.61","0.68","0.8","0.88","0.98","1.16","1.17","1.26","1.18","1.35","1.37","1.21","1.31","1.39","1.4","1.41","1.44","1.46"
"150","Tunisia","0.53","0.57","0.61","0.64","0.65","0.66","0.71","0.74","0.78","0.82","0.85","0.87","0.97","0.94","1.01","1.03","1.11","1.16","1.18","1.27","1.34"
"151","Turkey","5.67","5.72","6.52","6.05","6.48","6.95","7.3","7.78","8.82","9.87","10.14","10.15","10.76","11.7","12.55","12.28","13.36","14.01","15.44","16.54","16.96"
"152","Turkmenistan","0.9","1.09","1.13","1.2","1.3","1.48","1.59","1.67","1.77","1.99","2.07","1.86","2.15","2.37","2.54","2.63","2.73","2.86","2.92","3.09","3.42"
"153","Uganda","0.03","0.03","0.03","0.04","0.04","0.05","0.05","0.05","0.06","0.07","0.12","0.12","0.13","0.15","0.16","0.17","0.17","0.18","0.2","0.21","0.22"
"154","Ukraine","10","10.17","10.27","10.45","10.67","11.58","11.21","11.2","11.45","11.87","11.62","9.84","10.76","11.56","11.48","11.28","9.94","8.18","8.74","7.8","8.01"
"155","United Arab Emirates","2.39","2.51","2.54","2.96","3.08","3.31","3.56","3.87","4.1","4.5","5.51","5.65","5.98","6.26","6.72","7.23","7.45","7.76","8.18","8.3","8.71"
"156","United Kingdom","15.07","15.25","15.75","16.44","16.31","17.02","17.36","17.65","18.01","18.05","17.91","16.51","17.43","16.37","17.54","17.31","16.18","15.85","15.28","15.13","15.13"
"157","United States","157.09","160.71","169.69","171.34","172.32","178","184.06","187.95","188.23","194.49","191.97","181.53","193.47","192.63","189.85","196.24","202.82","200.51","201.92","204.57","214.56"
"158","Uruguay","0.16","0.19","0.16","0.15","0.14","0.14","0.18","0.17","0.21","0.2","0.26","0.27","0.22","0.27","0.31","0.28","0.25","0.26","0.26","0.27","0.28"
"159","Uzbekistan","3.3","3.4","3.48","3.6","3.84","3.76","3.75","3.68","3.85","3.93","4.01","3.7","3.74","4.12","4.26","3.9","4.03","4.03","3.98","4.15","4.14"
"160","Vanuatu","0","0","0","0","0","0","0","0","0","0","0","0","0","0.01","0.01","0","0","0","0","0","0"
"161","Venezuela","3.74","3.51","3.8","4.08","4.08","4.16","4.47","4.82","4.82","4.84","5.95","6.1","6.58","6.07","6.88","6.59","6.68","6.08","5.7","5.31","4.89"
"162","Vietnam","1.35","1.41","1.59","1.79","2.15","2.33","2.81","3.14","3.29","3.71","4.16","4.74","5.39","5.49","5.55","5.88","6.58","7.78","9.47","9.67","11.04"
"163","Yemen","0.35","0.41","0.44","0.48","0.49","0.59","0.63","0.69","0.73","0.83","0.87","0.99","0.95","0.81","0.78","1.05","1.01","0.55","0.45","0.46","0.48"
"164","Zambia","0.06","0.05","0.06","0.06","0.06","0.07","0.07","0.08","0.08","0.06","0.06","0.07","0.08","0.09","0.13","0.14","0.16","0.17","0.18","0.2","0.21"
"165","Zimbabwe","0.41","0.47","0.42","0.43","0.4","0.33","0.32","0.36","0.34","0.34","0.27","0.26","0.35","0.43","0.45","0.47","0.47","0.49","0.45","0.51","0.53"
