"","country_name","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018"
"127","Saudi Arabia","NA","-5.46","3.13","-2.9","-5.11","8.15","5.49","2.41","-0.53","-1.66","2.22","-5.53","1.59","6.7","2.06","-0.16","1.01","0.52","-0.69","-3.74","1"
"128","Senegal","NA","4.04","0.75","1.8","-2.03","4.53","3.17","3.21","0.3","2.21","1.67","-0.01","1.39","-1","2.75","0.87","4.13","3.64","4.03","4.57","6"
"129","Serbia","NA","-9.58","3.48","5.99","8.48","4.06","9.39","11.08","5.68","8.01","6.13","-2.52","0.39","1.9","0.52","3.04","0.13","0.81","4.3","2.66","5.13"
"130","Seychelles","NA","0","-0.08","-3.92","-0.1","-7.78","-4.09","7.14","7.8","9.44","-4.47","-2.34","5.53","6.16","-0.2","5.63","3.42","4.13","3.1","3.02","3.44"
"131","Sierra Leone","NA","-5.88","1.05","-11.08","20.36","3.93","1.96","2.24","1.8","4.6","2.39","0.19","2.24","2.83","11.81","17.26","1.6","-23.25","2.95","1.41","0.69"
"132","Singapore","NA","2.71","6.26","-3.17","2.43","3.86","8.29","5.66","5.93","8.24","0.55","-1.9","13.68","4.32","2.47","3.03","2.93","1.04","2.64","2.09","1.36"
"133","Slovakia","NA","0.32","1.92","3.41","4.14","5.83","5.95","5.54","8.55","12.1","6.21","-6.03","5.82","2.88","2.6","0.72","3.47","4.22","2.52","3.2","3.49"
"134","Slovenia","NA","5.78","5.1","4.31","3.2","3.4","5.4","3.52","5.91","8.48","3.02","-8.34","1.5","0.11","-2.59","-1.59","3.63","1.38","3.21","5.33","2.23"
"135","Solomon Islands","NA","-2.45","-17.02","-9.97","-4.33","4.19","1.84","3.64","5.16","4.68","4.25","-6.52","4.15","11.09","1.8","1.67","0.36","0.32","1.42","1.31","3.31"
"136","South Africa","NA","0.85","2.05","1.27","2.23","1.53","3.14","4.14","4.34","4.66","1.78","-2.31","1.99","2.61","1.16","1.37","0.37","-0.02","-0.72","0.37","0.87"
"137","South Korea","NA","26.36","7.55","3.3","7.27","2.33","5.06","3.48","4.79","5.22","2.35","-0.18","6.16","2.66","1.45","1.43","2.32","2.04","1.81","2.22","1.69"
"138","Spain","NA","4.12","4.44","3.13","1.21","1.56","1.69","2.53","2.47","2.53","0.19","-5","0.17","-1.86","-2.9","-0.58","1.61","3.57","3.59","3.41","2.88"
"139","Sri Lanka","NA","3.28","4.81","-2.4","3.17","4.64","4.42","5.08","6.77","5.49","4.91","2.57","7.06","6.96","8.1","2.73","3.83","4.78","3.33","2.43","2.5"
"140","Suriname","NA","-3.89","-1.55","2.35","1.02","3.19","6.55","1.95","4.05","3.16","3.78","2.27","3.81","4.81","0.24","2.45","-0.66","-4.93","-6.21","1.32","0.59"
